City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
342,Cartagena,CO,87.8,scattered clouds,10.3997,-75.5144,Costa Del Sol
344,Kimbe,PG,78.84,light rain,-5.5502,150.1429,Kimbe Bay Hotel
347,Riyadh,SA,59.0,clear sky,24.6877,46.7219,InterContinental Riyadh
348,Ovalle,CL,81.03,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
351,Kruisfontein,ZA,64.99,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
352,Kahului,US,77.0,few clouds,20.8947,-156.47,Maui Seaside Hotel
354,Yen Bai,VN,68.63,overcast clouds,21.7,104.8667,AK MOTEL
357,Gualeguaychu,AR,90.0,clear sky,-33.0094,-58.5172,Hotel Los Angeles
358,Hoquiam,US,46.0,overcast clouds,46.9809,-123.8893,Econo Lodge Inn & Suites
362,Nieuw Amsterdam,SR,81.0,scattered clouds,5.8833,-55.0833,Hotel Stardust
363,Sinnamary,GF,78.37,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
364,Eureka,US,54.0,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
365,Kefamenanu,ID,70.16,overcast clouds,-9.4467,124.4781,Sokowindo Losmen
367,Daru,PG,77.95,broken clouds,-9.0763,143.2092,Daru Lodge
368,Garhakota,IN,51.82,clear sky,23.7667,79.15,Shri Madan Vatika
369,Sao Joao Da Barra,BR,71.6,heavy intensity rain,-21.6403,-41.0511,Pousada Porto De Canoas
370,Bima,ID,75.69,overcast clouds,-8.4667,118.7167,Lambitu Hotel
371,Bengkulu,ID,75.51,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
374,Kingaroy,AU,75.2,overcast clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
379,George,ZA,62.6,broken clouds,-33.963,22.4617,Protea Hotel by Marriott George King George
381,Glen Allen,US,44.01,clear sky,37.666,-77.5064,Courtyard by Marriott Richmond North/Glen Allen
382,Namatanai,PG,81.05,light rain,-3.6667,152.4333,Namatanai Hotel
383,Faanui,PF,81.07,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
384,Celestun,MX,78.03,clear sky,20.8667,-90.4,Posada Lilia
385,Padang,ID,75.2,heavy intensity rain,-0.9492,100.3543,Mercure Padang
386,Jiangyou,CN,49.48,overcast clouds,31.7667,104.7167,Shangping Shuyuan Inn
387,Langarud,IR,51.8,mist,37.196999999999996,50.1535,ستاد اسکان فرهنگیان لنگرود
390,Ondjiva,AO,80.62,overcast clouds,-17.0667,15.7333,SOS Motel
392,Moussoro,TD,72.12,clear sky,13.6408,16.4901,Pharmacie alnadja Moussoro
393,Bambous Virieux,MU,80.6,scattered clouds,-20.3428,57.7575,Casa Tia Villa
397,Marsh Harbour,BS,77.68,clear sky,26.5412,-77.0636,Abaco Beach Resort
398,Misratah,LY,72.01,overcast clouds,32.3754,15.0925,فندق الماسة
400,Taunggyi,MM,49.86,clear sky,20.7833,97.0333,True Treasure Hotel
405,Bani Walid,LY,67.84,overcast clouds,31.7566,13.9942,منزل الصابر أبوفانة
406,Tchollire,CM,74.08,overcast clouds,8.4022,14.1698,"Auberge ""l'amicale"""
408,San Patricio,US,72.0,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
409,Umm Lajj,SA,72.05,clear sky,25.0213,37.2685,Moon light Furnished Units
411,Creel,MX,60.75,clear sky,27.75,-107.6333,The Lodge at Creel Hotel & SPA
415,Gambela,ET,79.21,clear sky,8.25,34.5833,Solomon Debebe Hotel
417,Huejuquilla El Alto,MX,78.48,clear sky,22.6,-103.8667,Hotel Huexuquillan
419,San Luis Rio Colorado,MX,77.0,clear sky,32.4631,-114.7767,HOTEL SAN ÁNGEL & SPA
420,Malakal,SS,72.14,broken clouds,9.5334,31.6605,Nile Palace Hotel
422,Arroio Dos Ratos,BR,82.4,clear sky,-30.0772,-51.7292,Hotel do Sul
424,Paita,PE,79.57,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
425,Mitsamiouli,KM,83.66,overcast clouds,-11.3847,43.2844,Foyer ADM
426,Bang Racham,TH,79.0,clear sky,14.892000000000001,100.3173,อมรรัตน์ สุวิชัย
430,Kisangani,CD,71.22,overcast clouds,0.5167,25.2,Grand Ramela Hotel
432,Marrakesh,MA,50.0,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
433,Hokitika,NZ,65.05,scattered clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
435,Rawson,AR,61.59,clear sky,-43.3002,-65.1023,Hosteria Sampedro
436,Puerto Padre,CU,89.6,scattered clouds,21.195,-76.6028,El Paseo
437,Sola,VU,81.03,overcast clouds,-13.8833,167.55,Leumerus Bungalows
440,Touros,BR,82.4,few clouds,-5.1989,-35.4608,INN NEW HORIZON
441,Port Said,EG,60.8,clear sky,31.2565,32.2841,Aracan Hotel
442,Vadnagar,IN,59.36,clear sky,23.7833,72.6333,Cyber cafe Mobail shop
443,Bodden Town,KY,84.99,few clouds,19.2833,-81.25,Will T Place
445,Kupang,ID,75.2,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
448,Luganville,VU,81.59,clear sky,-15.5333,167.1667,The Espiritu Hotel
449,Mount Pleasant,US,53.01,broken clouds,32.7941,-79.8626,Best Western Patriots Point
450,Berbera,SO,75.25,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
452,Coquimbo,CL,68.0,clear sky,-29.9533,-71.3436,Hotel San Juan
453,Poum,NC,80.19,broken clouds,-20.2333,164.0167,Gîte kajeon
454,Oistins,BB,80.6,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
455,Wagga Wagga,AU,66.99,scattered clouds,-35.1167,147.3667,The Club Motel and Apartments
458,Sulangan,PH,80.53,moderate rain,11.1373,123.7228,Maia's Beach Resort
462,Bundaberg,AU,84.0,light rain,-24.85,152.35,Takalvan Motel
464,Christchurch,NZ,72.0,clear sky,-43.5333,172.6333,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
465,Ko Samui,TH,80.1,clear sky,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
466,Nelson Bay,AU,72.0,broken clouds,-32.7167,152.15,Mantra Nelson Bay
467,Shingu,JP,45.54,clear sky,33.7333,135.9833,Shingu UI Hotel
468,Wanaka,NZ,61.65,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
470,Mae Ramat,TH,67.19,few clouds,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
471,Luwuk,ID,78.44,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
474,Wuxue,CN,51.39,light rain,29.8506,115.5525,Wuxue Station Hostel
475,Imbituba,BR,77.0,scattered clouds,-28.24,-48.6703,Praia Hotel Imbituba
476,Kohlu,PK,48.56,clear sky,29.8962,69.252,B &R Rest House
477,Lima,PE,78.01,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
478,Balkanabat,TM,47.37,overcast clouds,39.5108,54.3671,Nebitchi Hotel
482,Paramonga,PE,75.92,overcast clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
483,Challapata,BO,59.31,light rain,-18.9,-66.7667,HOSTAL MARIAN
484,Jaciara,BR,85.53,few clouds,-15.9653,-54.9683,Taba Hotel
485,Camacha,PT,62.6,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
486,Victoria,HK,66.99,clear sky,22.2855,114.1577,Mini Hotel Central
487,Guaruja,BR,80.01,few clouds,-23.9931,-46.2564,Charme Hotel Guarujá
489,Pedreiras,BR,79.61,overcast clouds,-4.5688,-44.6003,Hotel Princesa do Mearim
492,Odweyne,SO,66.27,few clouds,9.4092,45.06399999999999,Eng Hiirey House
493,Ancud,CL,82.4,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
495,Guanica,PR,82.99,scattered clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
496,Sur,OM,64.36,clear sky,22.5667,59.5289,Sur Plaza Hotel
497,Wamba,NG,79.12,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
500,Gasa,PS,57.99,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
501,Trincomalee,LK,78.75,few clouds,8.5711,81.2335,Welcombe Hotel
504,Wote,KE,68.22,overcast clouds,-1.7808,37.6288,Midways Hotel
505,Suez,EG,60.98,scattered clouds,29.9737,32.5263,Green House
507,Galle,LK,76.84,scattered clouds,6.0367,80.217,Amangalla
508,Ilam,NP,50.27,clear sky,26.9167,87.9167,Chiyabari Cottage
509,La Palma,US,70.0,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
512,Vallenar,CL,83.44,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
513,Villa Union,MX,75.2,few clouds,23.2,-106.2333,My Fantasy Auto-Hotel
515,Cap Malheureux,MU,78.01,moderate rain,-19.9842,57.6142,Pereybere Hotel & Spa
516,Ladario,BR,87.8,clear sky,-19.0047,-57.6017,Hotel Fazenda 4 cantos
517,Coolum Beach,AU,77.0,scattered clouds,-26.5333,153.1,Palmer Coolum Resort
519,Beziers,FR,48.0,clear sky,43.3476,3.219,Hôtel Terminus
520,Mucurapo,TT,82.0,few clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
521,Totness,SR,79.52,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
522,Siirt,TR,42.58,broken clouds,37.9326,41.9403,Barden Otel
523,Alta Floresta,BR,87.8,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
525,Narasannapeta,IN,66.45,clear sky,18.4167,84.05,G.lingaraju home
526,Sabang,ID,81.09,clear sky,5.8933,95.3214,Hotel Citra
527,Pathankot,IN,52.32,clear sky,32.2833,75.65,Hotel Venice
530,Ilebo,CD,72.5,light rain,-4.3167,20.5833,Hôtel des palmes
533,Griffin,US,53.01,clear sky,33.2468,-84.2641,Americas Best Value Inn & Suites Griffin
537,Birecik,TR,44.6,few clouds,37.0294,37.9903,Birecik Ogretmenevi
541,Vila Franca Do Campo,PT,57.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
